Source,Target,Type,Id,Label,timeset,Weight,source_label,target_label,source modularity,target modularity,,,,,3,0,5,4,1,2,
456,509,Directed,187,,"<[2011.0, 2012.0]>","<[2011.0, 4.0]; [2012.0, 1.0]>",predictive_analytics,saas,5,5,,,,,,,,,,,
244,555,Directed,188,,<[2012.0]>,"<[2012.0, 1.0]>",food_and_beverage,social_shopping,4,4,,,,,,,,,,,
349,576,Directed,189,,<[2011.0]>,"<[2011.0, 1.0]>",lingerie,textiles,4,4,,,,,,,,,,,
111,167,Directed,190,,<[2012.0]>,"<[2012.0, 1.0]>",computer,developer_tools,5,3,,,,,,,,,,,
363,400,Directed,191,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 4.0]; [2012.0, 9.0]>",manufacturing,natural_resources,0,0,,,,,,,,,,,
55,117,Directed,192,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 3.0]>",biopharma,consulting,2,5,,,,,,,,,,,
212,348,Directed,193,,<[2011.0]>,"<[2011.0, 1.0]>",enterprise_software,lighting,5,0,,,,,,,,,,,
131,595,Directed,194,,<[2011.0]>,"<[2011.0, 1.0]>",content_marketing,tv_production,3,3,,,,,,,,,,,
109,357,Directed,195,,<[2012.0]>,"<[2012.0, 1.0]>",communities,logistics,3,0,,,,,,,,,,,
228,502,Directed,196,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 2.0]>",fast-moving_consumer_goods,retail,4,4,,,,,,,,,,,
145,150,Directed,197,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 2.0]>",crm,cyber_security,5,5,,,,,,,,,,,
65,447,Directed,198,,<[2010.0]>,"<[2010.0, 1.0]>",building_material,physical_security,0,5,,,,,,,,,,,
465,562,Directed,199,,<[2011.0]>,"<[2011.0, 2.0]>",product_design,sports,0,3,,,,,,,,,,,
363,479,Directed,200,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",manufacturing,public_transportation,0,0,,,,,,,,,,,
87,274,Directed,201,,<[2010.0]>,"<[2010.0, 1.0]>",clean_energy,greentech,0,0,,,,,,,,,,,
323,470,Directed,202,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",internet,professional_networking,3,3,,,,,,,,,,,
15,362,Directed,203,,<[2010.0]>,"<[2010.0, 1.0]>",agriculture,management_information_systems,0,5,,,,,,,,,,,
487,605,Directed,204,,<[2011.0]>,"<[2011.0, 3.0]>",real_time,video,3,3,,,,,,,,,,,
183,185,Directed,205,,<[2010.0]>,"<[2010.0, 1.0]>",e-commerce,e-learning,4,1,,,,,,,,,,,
238,455,Directed,206,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",financial_services,precious_metals,1,0,,,,,,,,,,,
42,188,Directed,207,,<[2011.0]>,"<[2011.0, 1.0]>",b2b,edtech,3,1,,,,,,,,,,,
93,385,Directed,208,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 3.0]>",cloud_management,mobile,5,3,,,,,,,,,,,
196,410,Directed,209,,<[2012.0]>,"<[2012.0, 1.0]>",electronics,nuclear,0,0,,,,,,,,,,,
508,633,Directed,210,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",robotics,web_hosting,5,5,,,,,,,,,,,
301,490,Directed,211,,<[2012.0]>,"<[2012.0, 1.0]>",identity_management,recruiting,5,1,,,,,,,,,,,
385,508,Directed,212,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",mobile,robotics,3,5,,,,,,,,,,,
74,552,Directed,213,,<[2011.0]>,"<[2011.0, 1.0]>",career_planning,social_network,5,3,,,,,,,,,,,
203,315,Directed,214,,"<[2011.0, 2012.0]>","<[2011.0, 3.0]; [2012.0, 3.0]>",employee_benefits,information_technology,1,5,,,,,,,,,,,
205,454,Directed,215,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 5.0]; [2012.0, 2.0]>",energy,power_grid,0,0,,,,,,,,,,,
58,352,Directed,216,,<[2011.0]>,"<[2011.0, 1.0]>",blockchain,local,1,3,,,,,,,,,,,
318,502,Directed,217,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 3.0]>",insurance,retail,1,4,,,,,,,,,,,
108,162,Directed,218,,<[2010.0]>,"<[2010.0, 1.0]>",communications_infrastructure,delivery,3,4,,,,,,,,,,,
129,212,Directed,219,,<[2011.0]>,"<[2011.0, 1.0]>",content_delivery_network,enterprise_software,3,5,,,,,,,,,,,
40,399,Directed,220,,<[2012.0]>,"<[2012.0, 2.0]>",automotive,natural_language_processing,0,3,,,,,,,,,,,
56,589,Directed,221,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",biotechnology,transportation,2,0,,,,,,,,,,,
454,643,Directed,222,,<[2012.0]>,"<[2012.0, 1.0]>",power_grid,wireless,0,3,,,,,,,,,,,
468,509,Directed,223,,<[2012.0]>,"<[2012.0, 1.0]>",product_search,saas,3,5,,,,,,,,,,,
314,586,Directed,224,,"<[2010.0, 2012.0]>","<[2010.0, 3.0]; [2012.0, 1.0]>",information_services,training,5,5,,,,,,,,,,,
314,323,Directed,225,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 22.0]; [2011.0, 18.0]; [2012.0, 15.0]>",information_services,internet,5,3,,,,,,,,,,,
171,525,Directed,226,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 1.0]>",digital_marketing,service_industry,3,0,,,,,,,,,,,
236,538,Directed,227,,<[2012.0]>,"<[2012.0, 1.0]>",finance,smart_home,1,0,,,,,,,,,,,
13,385,Directed,228,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 4.0]; [2012.0, 4.0]>",aerospace,mobile,0,3,,,,,,,,,,,
382,443,Directed,229,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",mining,pharmaceutical,0,2,,,,,,,,,,,
12,337,Directed,230,,<[2012.0]>,"<[2012.0, 1.0]>",advice,law_enforcement,5,5,,,,,,,,,,,
197,239,Directed,231,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",email,fintech,3,1,,,,,,,,,,,
118,258,Directed,232,,<[2011.0]>,"<[2011.0, 1.0]>",consumer,furniture,4,0,,,,,,,,,,,
109,473,Directed,233,,<[2012.0]>,"<[2012.0, 4.0]>",communities,property_development,3,1,,,,,,,,,,,
66,238,Directed,234,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 11.0]; [2011.0, 8.0]; [2012.0, 12.0]>",business_development,financial_services,5,1,,,,,,,,,,,
326,632,Directed,235,,"<[2011.0, 2012.0]>","<[2011.0, 2.0]; [2012.0, 6.0]>",ios,web_development,3,3,,,,,,,,,,,
54,485,Directed,236,,<[2010.0]>,"<[2010.0, 1.0]>",biometrics,real_estate,0,1,,,,,,,,,,,
315,467,Directed,237,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",information_technology,product_research,5,0,,,,,,,,,,,
347,530,Directed,238,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 7.0]; [2012.0, 6.0]>",lifestyle,shopping,4,4,,,,,,,,,,,
546,602,Directed,239,,<[2010.0]>,"<[2010.0, 1.0]>",social_entrepreneurship,venture_capital,3,1,,,,,,,,,,,
387,465,Directed,240,,<[2012.0]>,"<[2012.0, 2.0]>",mobile_apps,product_design,3,0,,,,,,,,,,,
374,633,Directed,241,,<[2012.0]>,"<[2012.0, 1.0]>",medical,web_hosting,2,5,,,,,,,,,,,
103,369,Directed,242,,<[2010.0]>,"<[2010.0, 1.0]>",commercial,marketing_automation,0,3,,,,,,,,,,,
408,501,Directed,243,,<[2011.0]>,"<[2011.0, 1.0]>",nightlife,restaurants,3,4,,,,,,,,,,,
294,594,Directed,244,,<[2010.0]>,"<[2010.0, 1.0]>",hospitality,tv,4,3,,,,,,,,,,,
67,117,Directed,245,,"<[2010.0, 2011.0]>","<[2010.0, 4.0]; [2011.0, 1.0]>",business_information_systems,consulting,5,5,,,,,,,,,,,
89,374,Directed,246,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 8.0]; [2011.0, 14.0]; [2012.0, 7.0]>",clinical_trials,medical,2,2,,,,,,,,,,,
20,236,Directed,247,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 8.0]; [2011.0, 6.0]; [2012.0, 12.0]>",analytics,finance,5,1,,,,,,,,,,,
130,346,Directed,248,,<[2011.0]>,"<[2011.0, 1.0]>",content_discovery,life_science,3,2,,,,,,,,,,,
137,240,Directed,249,,<[2010.0]>,"<[2010.0, 1.0]>",coupons,fitness,4,2,,,,,,,,,,,
109,197,Directed,250,,<[2010.0]>,"<[2010.0, 1.0]>",communities,email,3,3,,,,,,,,,,,
98,387,Directed,251,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 2.0]>",collaboration,mobile_apps,5,3,,,,,,,,,,,
366,415,Directed,252,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 1.0]>",marine_transportation,oil_and_gas,0,0,,,,,,,,,,,
363,552,Directed,253,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 1.0]>",manufacturing,social_network,0,3,,,,,,,,,,,
131,502,Directed,254,,<[2011.0]>,"<[2011.0, 1.0]>",content_marketing,retail,3,4,,,,,,,,,,,
88,589,Directed,255,,<[2010.0]>,"<[2010.0, 1.0]>",cleantech,transportation,0,0,,,,,,,,,,,
405,602,Directed,256,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",news,venture_capital,3,1,,,,,,,,,,,
108,387,Directed,257,,<[2011.0]>,"<[2011.0, 2.0]>",communications_infrastructure,mobile_apps,3,3,,,,,,,,,,,
170,324,Directed,258,,<[2011.0]>,"<[2011.0, 1.0]>",digital_entertainment,internet_of_things,3,3,,,,,,,,,,,
337,525,Directed,259,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 5.0]>",law_enforcement,service_industry,5,0,,,,,,,,,,,
127,373,Directed,260,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 3.0]; [2012.0, 7.0]>",content,media_and_entertainment,3,3,,,,,,,,,,,
79,493,Directed,261,,<[2010.0]>,"<[2010.0, 1.0]>",charity,religion,3,3,,,,,,,,,,,
368,497,Directed,262,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",marketing,reputation,3,3,,,,,,,,,,,
285,288,Directed,263,,<[2012.0]>,"<[2012.0, 4.0]>",home_and_garden,home_improvement,4,4,,,,,,,,,,,
36,436,Directed,264,,<[2012.0]>,"<[2012.0, 1.0]>",auctions,pc_games,4,3,,,,,,,,,,,
419,471,Directed,265,,<[2010.0]>,"<[2010.0, 1.0]>",online_portals,professional_services,3,5,,,,,,,,,,,
149,625,Directed,266,,<[2012.0]>,"<[2012.0, 1.0]>",customer_service,water,1,0,,,,,,,,,,,
17,188,Directed,267,,<[2012.0]>,"<[2012.0, 1.0]>",air_transportation,edtech,0,1,,,,,,,,,,,
548,630,Directed,268,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 2.0]; [2012.0, 1.0]>",social_media,web_browsers,3,3,,,,,,,,,,,
196,403,Directed,269,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 4.0]>",electronics,network_security,0,5,,,,,,,,,,,
318,439,Directed,270,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",insurance,personal_finance,1,1,,,,,,,,,,,
401,505,Directed,271,,<[2010.0]>,"<[2010.0, 1.0]>",navigation,rfid,5,5,,,,,,,,,,,
562,630,Directed,272,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 1.0]; [2012.0, 1.0]>",sports,web_browsers,3,3,,,,,,,,,,,
456,619,Directed,273,,<[2011.0]>,"<[2011.0, 1.0]>",predictive_analytics,virtualization,5,5,,,,,,,,,,,
370,502,Directed,274,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 8.0]; [2012.0, 9.0]>",marketplace,retail,4,4,,,,,,,,,,,
32,515,Directed,275,,<[2012.0]>,"<[2012.0, 1.0]>",artificial_intelligence,search_engine,5,3,,,,,,,,,,,
312,446,Directed,276,,<[2011.0]>,"<[2011.0, 1.0]>",industrial_manufacturing,photography,0,3,,,,,,,,,,,
7,357,Directed,277,,<[2010.0]>,"<[2010.0, 1.0]>",ad_targeting,logistics,3,0,,,,,,,,,,,
27,108,Directed,278,,<[2012.0]>,"<[2012.0, 1.0]>",apps,communications_infrastructure,3,3,,,,,,,,,,,
20,37,Directed,279,,<[2012.0]>,"<[2012.0, 1.0]>",analytics,audio,5,3,,,,,,,,,,,
315,428,Directed,280,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 38.0]; [2011.0, 31.0]; [2012.0, 31.0]>",information_technology,outsourcing,5,5,,,,,,,,,,,
189,406,Directed,281,,<[2011.0]>,"<[2011.0, 1.0]>",education,nfc,1,5,,,,,,,,,,,
352,386,Directed,282,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",local,mobile_advertising,3,3,,,,,,,,,,,
149,477,Directed,283,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",customer_service,public_relations,1,3,,,,,,,,,,,
136,312,Directed,284,,<[2010.0]>,"<[2010.0, 1.0]>",cosmetics,industrial_manufacturing,4,0,,,,,,,,,,,
226,308,Directed,285,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 1.0]>",farming,industrial,0,0,,,,,,,,,,,
446,577,Directed,286,,<[2011.0]>,"<[2011.0, 1.0]>",photography,theatre,3,3,,,,,,,,,,,
548,562,Directed,287,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 1.0]; [2012.0, 4.0]>",social_media,sports,3,3,,,,,,,,,,,
258,568,Directed,288,,<[2011.0]>,"<[2011.0, 1.0]>",furniture,swimming,0,0,,,,,,,,,,,
125,323,Directed,289,,<[2010.0]>,"<[2010.0, 2.0]>",consumer_software,internet,5,3,,,,,,,,,,,
52,443,Directed,290,,<[2011.0]>,"<[2011.0, 1.0]>",bioinformatics,pharmaceutical,2,2,,,,,,,,,,,
114,183,Directed,291,,<[2011.0]>,"<[2011.0, 2.0]>",confectionery,e-commerce,4,4,,,,,,,,,,,
508,605,Directed,292,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",robotics,video,5,3,,,,,,,,,,,
465,631,Directed,293,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 2.0]; [2011.0, 1.0]; [2012.0, 2.0]>",product_design,web_design,0,3,,,,,,,,,,,
244,247,Directed,294,,<[2011.0]>,"<[2011.0, 1.0]>",food_and_beverage,food_trucks,4,4,,,,,,,,,,,
244,357,Directed,295,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 7.0]; [2011.0, 2.0]; [2012.0, 15.0]>",food_and_beverage,logistics,4,0,,,,,,,,,,,
315,323,Directed,296,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 101.0]; [2011.0, 88.0]; [2012.0, 93.0]>",information_technology,internet,5,3,,,,,,,,,,,
177,361,Directed,297,,<[2010.0]>,"<[2010.0, 1.0]>",document_management,management_consulting,5,5,,,,,,,,,,,
65,258,Directed,298,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",building_material,furniture,0,0,,,,,,,,,,,
49,109,Directed,299,,<[2012.0]>,"<[2012.0, 1.0]>",big_data,communities,5,3,,,,,,,,,,,
194,556,Directed,300,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 27.0]; [2011.0, 22.0]; [2012.0, 13.0]>",electronic_design_automation_(eda),software,5,5,,,,,,,,,,,
419,501,Directed,301,,<[2011.0]>,"<[2011.0, 1.0]>",online_portals,restaurants,3,4,,,,,,,,,,,
109,218,Directed,302,,<[2010.0]>,"<[2010.0, 1.0]>",communities,events,3,3,,,,,,,,,,,
152,313,Directed,303,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",data_center,information_and_communications_technology_(ict),5,3,,,,,,,,,,,
62,602,Directed,304,,"<[2010.0, 2011.0]>","<[2010.0, 2.0]; [2011.0, 1.0]>",broadcasting,venture_capital,3,1,,,,,,,,,,,
209,507,Directed,305,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 2.0]>",enterprise,risk_management,5,1,,,,,,,,,,,
393,605,Directed,306,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 5.0]; [2011.0, 9.0]; [2012.0, 8.0]>",music,video,3,3,,,,,,,,,,,
142,589,Directed,307,,<[2010.0]>,"<[2010.0, 1.0]>",credit,transportation,1,0,,,,,,,,,,,
68,631,Directed,308,,<[2010.0]>,"<[2010.0, 1.0]>",business_intelligence,web_design,5,3,,,,,,,,,,,
356,487,Directed,309,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",location_based_services,real_time,3,3,,,,,,,,,,,
194,200,Directed,310,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",electronic_design_automation_(eda),embedded_systems,5,3,,,,,,,,,,,
169,363,Directed,311,,"<[2010.0, 2012.0]>","<[2010.0, 2.0]; [2012.0, 3.0]>",dietary_supplements,manufacturing,2,0,,,,,,,,,,,
27,236,Directed,312,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 4.0]; [2011.0, 2.0]; [2012.0, 1.0]>",apps,finance,3,1,,,,,,,,,,,
66,633,Directed,313,,"<[2010.0, 2012.0]>","<[2010.0, 3.0]; [2012.0, 2.0]>",business_development,web_hosting,5,5,,,,,,,,,,,
212,312,Directed,314,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",enterprise_software,industrial_manufacturing,5,0,,,,,,,,,,,
348,491,Directed,315,,<[2010.0]>,"<[2010.0, 1.0]>",lighting,recycling,0,0,,,,,,,,,,,
39,203,Directed,316,,<[2010.0]>,"<[2010.0, 1.0]>",auto_insurance,employee_benefits,1,1,,,,,,,,,,,
196,612,Directed,317,,<[2012.0]>,"<[2012.0, 2.0]>",electronics,video_streaming,0,3,,,,,,,,,,,
311,502,Directed,318,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",industrial_engineering,retail,0,4,,,,,,,,,,,
359,508,Directed,319,,<[2012.0]>,"<[2012.0, 2.0]>",machine_learning,robotics,5,5,,,,,,,,,,,
442,502,Directed,320,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 7.0]>",pet,retail,4,4,,,,,,,,,,,
196,479,Directed,321,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",electronics,public_transportation,0,0,,,,,,,,,,,
145,503,Directed,322,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",crm,retail_technology,5,4,,,,,,,,,,,
368,440,Directed,323,,<[2010.0]>,"<[2010.0, 1.0]>",marketing,personal_health,3,2,,,,,,,,,,,
146,236,Directed,324,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 1.0]; [2012.0, 3.0]>",crowdfunding,finance,1,1,,,,,,,,,,,
89,196,Directed,325,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",clinical_trials,electronics,2,0,,,,,,,,,,,
13,207,Directed,326,,<[2012.0]>,"<[2012.0, 1.0]>",aerospace,energy_management,0,0,,,,,,,,,,,
368,461,Directed,327,,<[2011.0]>,"<[2011.0, 1.0]>",marketing,privacy,3,5,,,,,,,,,,,
40,81,Directed,328,,<[2012.0]>,"<[2012.0, 1.0]>",automotive,chemical_engineering,0,0,,,,,,,,,,,
206,637,Directed,329,,<[2012.0]>,"<[2012.0, 1.0]>",energy_efficiency,wholesale,0,0,,,,,,,,,,,
218,236,Directed,330,,"<[2010.0, 2012.0]>","<[2010.0, 1.0]; [2012.0, 1.0]>",events,finance,3,1,,,,,,,,,,,
364,573,Directed,331,,<[2011.0]>,"<[2011.0, 1.0]>",mapping_services,telecommunications,5,3,,,,,,,,,,,
20,626,Directed,332,,<[2011.0]>,"<[2011.0, 1.0]>",analytics,water_purification,5,0,,,,,,,,,,,
503,566,Directed,333,,<[2010.0]>,"<[2010.0, 1.0]>",retail_technology,supply_chain_management,4,0,,,,,,,,,,,
171,542,Directed,334,,<[2011.0]>,"<[2011.0, 1.0]>",digital_marketing,soccer,3,3,,,,,,,,,,,
226,245,Directed,335,,<[2011.0]>,"<[2011.0, 1.0]>",farming,food_delivery,0,4,,,,,,,,,,,
15,109,Directed,336,,<[2011.0]>,"<[2011.0, 2.0]>",agriculture,communities,0,3,,,,,,,,,,,
124,582,Directed,337,,<[2012.0]>,"<[2012.0, 1.0]>",consumer_reviews,tourism,3,4,,,,,,,,,,,
558,602,Directed,338,,<[2012.0]>,"<[2012.0, 1.0]>",solar,venture_capital,0,1,,,,,,,,,,,
212,456,Directed,339,,<[2011.0]>,"<[2011.0, 3.0]>",enterprise_software,predictive_analytics,5,5,,,,,,,,,,,
40,268,Directed,340,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 4.0]; [2012.0, 4.0]>",automotive,government,0,5,,,,,,,,,,,
68,209,Directed,341,,"<[2010.0, 2012.0]>","<[2010.0, 3.0]; [2012.0, 1.0]>",business_intelligence,enterprise,5,5,,,,,,,,,,,
301,471,Directed,342,,<[2012.0]>,"<[2012.0, 1.0]>",identity_management,professional_services,5,5,,,,,,,,,,,
303,562,Directed,343,,<[2011.0]>,"<[2011.0, 1.0]>",impact_investing,sports,1,3,,,,,,,,,,,
477,480,Directed,344,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 3.0]>",public_relations,publishing,3,3,,,,,,,,,,,
66,368,Directed,345,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 6.0]; [2011.0, 2.0]; [2012.0, 5.0]>",business_development,marketing,5,3,,,,,,,,,,,
419,446,Directed,346,,<[2011.0]>,"<[2011.0, 1.0]>",online_portals,photography,3,3,,,,,,,,,,,
37,62,Directed,347,,<[2011.0]>,"<[2011.0, 1.0]>",audio,broadcasting,3,3,,,,,,,,,,,
279,370,Directed,348,,<[2010.0]>,"<[2010.0, 1.0]>",hardware,marketplace,5,4,,,,,,,,,,,
117,484,Directed,349,,<[2010.0]>,"<[2010.0, 1.0]>",consulting,railroad,5,0,,,,,,,,,,,
56,351,Directed,350,,<[2011.0]>,"<[2011.0, 1.0]>",biotechnology,livestock,2,2,,,,,,,,,,,
207,254,Directed,351,,<[2011.0]>,"<[2011.0, 1.0]>",energy_management,fuel,0,0,,,,,,,,,,,
189,205,Directed,352,,<[2011.0]>,"<[2011.0, 1.0]>",education,energy,1,0,,,,,,,,,,,
465,638,Directed,353,,<[2010.0]>,"<[2010.0, 1.0]>",product_design,wind_energy,0,0,,,,,,,,,,,
150,480,Directed,354,,<[2012.0]>,"<[2012.0, 1.0]>",cyber_security,publishing,5,3,,,,,,,,,,,
37,367,Directed,355,,<[2011.0]>,"<[2011.0, 1.0]>",audio,market_research,3,3,,,,,,,,,,,
357,602,Directed,356,,<[2012.0]>,"<[2012.0, 3.0]>",logistics,venture_capital,0,1,,,,,,,,,,,
36,315,Directed,357,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 1.0]>",auctions,information_technology,4,5,,,,,,,,,,,
343,592,Directed,358,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 4.0]; [2012.0, 4.0]>",leisure,travel_agency,4,4,,,,,,,,,,,
175,227,Directed,359,,<[2010.0]>,"<[2010.0, 1.0]>",direct_sales,fashion,4,4,,,,,,,,,,,
183,210,Directed,360,,<[2010.0]>,"<[2010.0, 1.0]>",e-commerce,enterprise_applications,4,5,,,,,,,,,,,
323,635,Directed,361,,<[2011.0]>,"<[2011.0, 2.0]>",internet,wedding,3,3,,,,,,,,,,,
49,167,Directed,362,,<[2012.0]>,"<[2012.0, 1.0]>",big_data,developer_tools,5,3,,,,,,,,,,,
114,540,Directed,363,,<[2011.0]>,"<[2011.0, 1.0]>",confectionery,snack_food,4,4,,,,,,,,,,,
385,571,Directed,364,,<[2011.0]>,"<[2011.0, 1.0]>",mobile,technical_support,3,0,,,,,,,,,,,
573,637,Directed,365,,<[2011.0]>,"<[2011.0, 3.0]>",telecommunications,wholesale,3,0,,,,,,,,,,,
183,619,Directed,366,,"<[2010.0, 2011.0]>","<[2010.0, 1.0]; [2011.0, 1.0]>",e-commerce,virtualization,4,5,,,,,,,,,,,
367,404,Directed,367,,<[2011.0]>,"<[2011.0, 2.0]>",market_research,neuroscience,3,2,,,,,,,,,,,
99,183,Directed,368,,<[2012.0]>,"<[2012.0, 1.0]>",collaborative_consumption,e-commerce,0,4,,,,,,,,,,,
11,364,Directed,369,,"<[2011.0, 2012.0]>","<[2011.0, 1.0]; [2012.0, 2.0]>",advertising_platforms,mapping_services,3,5,,,,,,,,,,,
40,518,Directed,370,,<[2012.0]>,"<[2012.0, 2.0]>",automotive,sem,0,3,,,,,,,,,,,
40,104,Directed,371,,<[2011.0]>,"<[2011.0, 1.0]>",automotive,commercial_insurance,0,1,,,,,,,,,,,
340,361,Directed,372,,<[2011.0]>,"<[2011.0, 1.0]>",leasing,management_consulting,0,5,,,,,,,,,,,
4,298,Directed,373,,<[2012.0]>,"<[2012.0, 1.0]>",ad_network,human_resources,3,1,,,,,,,,,,,
166,369,Directed,374,,<[2010.0]>,"<[2010.0, 1.0]>",developer_platform,marketing_automation,5,3,,,,,,,,,,,
92,608,Directed,375,,<[2011.0]>,"<[2011.0, 1.0]>",cloud_infrastructure,video_conferencing,5,3,,,,,,,,,,,
40,238,Directed,376,,"<[2011.0, 2012.0]>","<[2011.0, 6.0]; [2012.0, 5.0]>",automotive,financial_services,0,1,,,,,,,,,,,
127,399,Directed,377,,<[2010.0]>,"<[2010.0, 1.0]>",content,natural_language_processing,3,3,,,,,,,,,,,
75,373,Directed,378,,<[2012.0]>,"<[2012.0, 2.0]>",casino,media_and_entertainment,3,3,,,,,,,,,,,
94,619,Directed,379,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 3.0]; [2011.0, 3.0]; [2012.0, 6.0]>",cloud_security,virtualization,5,5,,,,,,,,,,,
172,535,Directed,380,,<[2010.0]>,"<[2010.0, 1.0]>",digital_media,small_and_medium_businesses,3,5,,,,,,,,,,,
471,564,Directed,381,,<[2011.0]>,"<[2011.0, 1.0]>",professional_services,stock_exchanges,5,1,,,,,,,,,,,
328,643,Directed,382,,"<[2010.0, 2011.0, 2012.0]>","<[2010.0, 1.0]; [2011.0, 2.0]; [2012.0, 3.0]>",it_infrastructure,wireless,5,3,,,,,,,,,,,
212,413,Directed,383,,<[2011.0]>,"<[2011.0, 1.0]>",enterprise_software,nutrition,5,2,,,,,,,,,,,
55,525,Directed,384,,<[2012.0]>,"<[2012.0, 1.0]>",biopharma,service_industry,2,0,,,,,,,,,,,
